City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
461,Beawar,IN,82.27,moderate rain,26.1,74.3167,HL Palace Beawar
462,Bouafle,CI,73.42,overcast clouds,6.9904,-5.7442,Hotel Zaouli
463,Biltine,TD,79.07,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
465,Bereda,ES,61.41,overcast clouds,43.2686,-7.5406,Pazo de Verdes
467,Englewood,US,76.08,scattered clouds,39.6478,-104.9878,Holiday Motel
469,Haines Junction,CA,64.35,scattered clouds,60.7522,-137.5108,Parkside Inn
470,Melfort,CA,68.13,broken clouds,52.8667,-104.6177,Carra Valla Inn
471,Flinders,AU,62.2,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
476,Surt,LY,77.49,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
478,Istanbul,TR,73.06,scattered clouds,41.0351,28.9833,The Marmara Taksim
479,Chumikan,RU,62.01,overcast clouds,54.7183,135.315,Fortuna
480,Manakara,MG,66.27,light rain,-22.1333,48.0167,La Residence Manakara
481,Sabang,ID,83.61,overcast clouds,5.8933,95.3214,Hotel Citra
483,Alpena,US,71.11,clear sky,45.0617,-83.4327,Days Inn by Wyndham Alpena
486,Petropavlovsk-Kamchatskiy,RU,72.19,broken clouds,53.0452,158.6483,The Hotel Petropavlovsky
487,Peniche,PT,63.88,scattered clouds,39.3558,-9.3811,Hotel Star inn Peniche
490,Glens Falls,US,64.33,mist,43.3095,-73.644,Super 8 by Wyndham Queensbury Glens Falls/Lake George Area
491,Yamethin,MM,83.1,broken clouds,20.4333,96.15,အလင်းရောင် ဘက်ထရီ
493,Padang,ID,84.96,overcast clouds,-0.9492,100.3543,Mercure Padang
495,Kempsey,AU,68.95,clear sky,-31.0833,152.8333,Park Drive Motel
497,Shizunai,JP,74.21,overcast clouds,42.3339,142.3669,Shizunai Eclipse Hotel
498,Baruun-Urt,MN,81.07,clear sky,46.6806,113.2792,Ахмадын амралт сувилал
499,Coruripe,BR,71.67,broken clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
500,Buala,SB,83.52,moderate rain,-8.145,159.5921,Maringe Lagoon Lodge
501,Carutapera,BR,74.71,clear sky,-1.195,-46.02,Lidera
504,Krasnystaw,PL,62.8,overcast clouds,50.9846,23.1742,Internat Liceum Ogólnokształcącego nr I
506,Mnogovershinnyy,RU,78.96,light rain,53.9353,139.9242,Kvartsevaya Sopka
507,Kiama,AU,62.08,broken clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
508,Butler,US,73.74,clear sky,39.4501,-84.5666,Lake Bailee Recreational Park & Gun Range
510,Sechura,PE,65.46,clear sky,-5.5569,-80.8222,Hospedaje Costa Bella
511,Peleduy,RU,79.66,clear sky,59.6289,112.7406,Гостиница «Уют»
512,Shelburne,CA,65.68,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
513,Olinda,BR,71.33,broken clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
514,Salalah,OM,77.09,drizzle,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
515,Hervey Bay,AU,77.11,few clouds,-25.2986,152.8535,Shelly Bay Resort
516,Gizo,SB,84.02,overcast clouds,-8.103,156.8419,Imagination Island
518,Biak,ID,81.45,broken clouds,-0.9131,122.8766,Penginapan Kim
519,Omboue,GA,72.59,overcast clouds,-1.5746,9.2618,Hotel Olako
520,Jabinyanah,TN,76.8,clear sky,35.035,10.9081,maison belmabrouk
521,Cururupu,BR,73.02,clear sky,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
522,Tupelo,US,79.09,clear sky,34.2576,-88.7034,"Hilton Garden Inn Tupelo, MS"
523,Lumphat,KH,75.99,overcast clouds,13.4878,106.9816,Lumphat Homestay
526,Joshimath,IN,78.87,broken clouds,30.5667,79.5667,Shivalik Camps & Resort
527,Nizip,TR,78.93,clear sky,37.0097,37.7942,gümüş apart
528,Mardin,TR,79.86,clear sky,37.3131,40.7436,Reyhani Kasri Hotel
529,Birjand,IR,77.47,clear sky,32.8663,59.2211,Birjand Tourist Hotel
530,Saint Simons,US,81.07,scattered clouds,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
531,Nouna,BF,76.93,broken clouds,12.7333,-3.8667,Sabunyuma So
532,Palm City,US,80.65,broken clouds,27.1678,-80.2662,Best Western Downtown Stuart
533,Kargasok,RU,75.07,clear sky,59.0556,80.8572,Hotel Kargasok
534,Volodarskiy,RU,73.35,broken clouds,46.4013,48.5409,Каржик
535,Ballina,AU,71.78,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
536,Skibbereen,IE,64.2,scattered clouds,51.55,-9.2667,The West Cork Hotel
537,Zalesovo,RU,69.57,overcast clouds,53.9939,84.7431,Кафе 22rus
539,Tulsipur,NP,81.97,broken clouds,28.131,82.2973,Ekanta Hotel Pvt. Ltd
541,Maroua,CM,73.99,light rain,10.591,14.3159,Maroua Palace
545,Kamenolomni,RU,67.3,clear sky,47.6685,40.2051,Nikopol
547,Eldorado,BR,61.09,clear sky,-23.7869,-54.2836,Villa Verde Hotel
548,Bom Jesus,BR,66.79,clear sky,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
550,Puerto Del Rosario,ES,74.95,overcast clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
551,Benguela,AO,66.56,few clouds,-12.5763,13.4055,Hotel Praia Morena
552,Kirakira,SB,84.74,scattered clouds,-10.4544,161.9205,SanBiz Lodge
553,Bumba,CD,70.5,overcast clouds,2.1833,22.4667,Hôtel Cape Town
554,Barra Do Garcas,BR,67.41,clear sky,-15.89,-52.2567,Hotel Pousada Tropical
555,Spirit River,CA,64.92,broken clouds,55.7833,-118.8361,Motel 49
557,Katobu,ID,84.94,scattered clouds,-4.9408,122.5276,La Ode Husein
558,Amaigbo,NG,71.65,light rain,5.7892,7.8383,Ikemba Guest House
560,Glenn Dale,US,73.49,clear sky,38.9876,-76.8205,"Red Roof Inn Washington, DC - Lanham"
561,Mangan,IN,81.88,few clouds,27.5167,88.5333,Hotel Mout View
565,Havelock,US,78.75,clear sky,34.8791,-76.9013,Sherwood Motel
566,Ulladulla,AU,61.7,broken clouds,-35.35,150.4667,Sandpiper Motel
569,Briceno,CO,65.03,heavy intensity rain,7.111,-75.5515,Hotel Yonadis
