City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
389,Sandnessjoen,NO,66.0217,12.6316,51.78,95,100,14.34,light rain
390,Ponca City,US,36.707,-97.0856,84.16,70,1,9.22,clear sky
391,Taoudenni,ML,22.6783,-3.9836,95.25,25,18,6.13,few clouds
392,College,US,64.8569,-147.8028,71.92,82,75,0.0,light rain
393,Seoul,KR,37.5683,126.9778,95.41,38,61,3.24,broken clouds
394,Aljezur,PT,37.3191,-8.8033,60.4,93,1,8.05,clear sky
395,Saint-Augustin,CA,51.226,-58.6502,49.3,91,100,10.87,overcast clouds
396,Te Anau,NZ,-45.4167,167.7167,51.37,73,44,2.28,scattered clouds
397,Korla,CN,41.7597,86.1469,91.24,25,0,3.89,clear sky
398,Otane,NZ,-39.8833,176.6333,55.38,65,82,6.17,broken clouds
399,Nagorsk,RU,59.3172,50.8078,51.24,94,95,8.28,overcast clouds
400,Kovernino,RU,57.1253,43.8142,51.66,94,84,5.91,broken clouds
401,Guarda,PT,40.5373,-7.2658,44.06,94,51,3.56,broken clouds
402,Port Moresby,PG,-9.4431,147.1797,81.68,70,97,3.18,overcast clouds
403,Gat,IL,31.61,34.7642,77.68,100,61,9.62,broken clouds
404,Pirgos,GR,35.1167,25.7178,78.48,66,0,20.09,clear sky
405,Neuquen,AR,-38.9516,-68.0591,44.49,49,0,2.3,clear sky
406,Karpathos,GR,35.507,27.2132,74.59,75,0,21.3,clear sky
407,Chinsali,ZM,-10.5414,32.0816,56.93,78,69,11.01,broken clouds
408,Andros Town,BS,24.7,-77.7667,80.56,74,100,11.14,overcast clouds
409,Gus-Zheleznyy,RU,55.0581,41.1656,56.48,84,99,3.96,overcast clouds
410,Lebanon,US,36.2081,-86.2911,79.45,85,1,0.0,clear sky
411,Damavand,IR,35.7178,52.065,75.04,29,0,2.68,clear sky
412,Yaroslavskiy,RU,44.1683,132.2072,97.25,35,100,7.49,overcast clouds
413,Redlands,US,34.0556,-117.1825,91.65,54,77,3.0,broken clouds
414,Margate,GB,51.3813,1.3862,64.31,89,100,4.0,overcast clouds
415,Mehamn,NO,71.0357,27.8492,44.67,89,100,33.35,overcast clouds
416,Lakes Entrance,AU,-37.8811,147.981,60.19,47,8,11.34,clear sky
417,Siguiri,GN,11.6667,-9.5,71.37,96,100,3.76,light rain
418,Lebedinyy,RU,58.5167,125.5167,57.7,94,100,4.29,overcast clouds
419,Porto,PT,41.1496,-8.611,61.2,92,40,1.01,scattered clouds
420,Hongjiang,CN,27.11,109.9956,86.41,69,100,4.38,overcast clouds
421,Cayenne,GF,4.9333,-52.3333,80.1,84,0,2.3,clear sky
422,Casa Nova,BR,-9.4167,-41.1333,68.83,79,6,22.32,clear sky
423,Hanover,DE,52.3705,9.7332,57.97,93,0,5.75,clear sky
424,Caluquembe,AO,-13.7833,14.6833,47.71,27,3,3.13,clear sky
425,Dicabisagan,PH,17.0818,122.4157,83.32,73,100,7.4,light rain
426,Bay Roberts,CA,47.5999,-53.2648,58.51,96,100,7.7,overcast clouds
427,Lokosovo,RU,61.1333,74.8167,63.32,92,97,5.57,light rain
428,Asau,RO,46.4333,26.4,62.76,75,98,2.19,overcast clouds
429,Bindi,SL,9.9167,-11.45,70.43,99,100,3.04,moderate rain
430,Chau Doc,VN,10.7,105.1167,82.54,78,98,9.57,overcast clouds
431,Petropavl,KZ,54.8753,69.1628,78.78,53,40,8.95,scattered clouds
432,Urumqi,CN,43.801,87.6005,85.15,27,0,6.71,clear sky
433,Pilar,BR,-9.5972,-35.9567,67.93,95,42,1.39,scattered clouds
434,Napier,NZ,-39.4833,176.9167,54.28,76,42,3.0,scattered clouds
435,Nuevo Progreso,MX,23.1667,-97.95,82.6,74,4,1.99,clear sky
436,Ouegoa,NC,-20.35,164.4333,79.47,65,1,4.52,clear sky
437,Chlorakas,CY,34.8042,32.4083,76.23,73,0,5.75,clear sky
438,Kibala,TD,9.1104,18.3463,73.35,94,0,0.0,clear sky
439,Belen,TR,36.4891,36.2233,71.74,78,0,12.66,clear sky
440,Henties Bay,NA,-22.116,14.2845,62.85,19,3,19.42,clear sky
441,Yuzhnyy,RU,53.2542,83.6936,68.38,88,75,8.95,light rain
442,Flin Flon,CA,54.7682,-101.865,62.04,68,67,13.15,broken clouds
443,Baykit,RU,61.67,96.37,80.58,44,27,3.69,scattered clouds
444,Vilyuysk,RU,63.7553,121.6247,75.51,43,90,7.16,overcast clouds
445,Tornio,FI,65.8481,24.1466,48.22,67,100,2.59,overcast clouds
446,Lively,CA,46.4334,-81.1498,65.21,84,100,3.91,overcast clouds
447,Asfi,MA,32.2994,-9.2372,68.77,82,2,20.02,clear sky
448,Sambava,MG,-14.2667,50.1667,65.46,82,5,9.64,clear sky
449,Asuncion,PY,-25.3007,-57.6359,72.9,49,0,5.75,clear sky
450,Kwinana,AU,-32.25,115.7667,64.81,65,94,12.8,overcast clouds
451,Kamenka,RU,51.3223,42.7678,61.36,66,1,5.37,clear sky
452,Divnomorskoye,RU,44.5011,38.1353,68.18,67,29,10.42,scattered clouds
453,Victor Harbor,AU,-35.5667,138.6167,53.01,78,93,1.99,light rain
454,Fengkou,CN,30.0833,113.2667,85.82,73,93,7.65,overcast clouds
455,Alberton,CA,46.8168,-64.0654,60.93,82,100,8.79,moderate rain
456,Atchison,US,39.563,-95.1216,83.01,82,15,12.48,few clouds
457,Jishou,CN,28.3167,109.7167,83.79,74,100,5.59,overcast clouds
458,Necochea,AR,-38.5473,-58.7368,47.03,73,100,11.41,overcast clouds
459,The Valley,AI,18.217,-63.0578,82.26,83,2,23.42,clear sky
460,Pakenham,AU,-38.0667,145.4833,53.74,92,87,14.83,overcast clouds
461,Beawar,IN,26.1,74.3167,82.27,67,24,10.98,moderate rain
462,Bouafle,CI,6.9904,-5.7442,73.42,94,89,3.96,overcast clouds
463,Biltine,TD,14.5333,20.9167,79.07,68,100,1.07,overcast clouds
464,Cajabamba,PE,-7.6167,-78.05,52.09,65,41,2.93,scattered clouds
465,Bereda,ES,43.2686,-7.5406,61.41,93,97,5.86,overcast clouds
466,Awjilah,LY,29.1081,21.2869,76.75,46,0,9.01,clear sky
467,Englewood,US,39.6478,-104.9878,76.08,55,40,1.01,scattered clouds
468,Shimoda,JP,34.6667,138.95,87.1,70,8,8.7,clear sky
469,Haines Junction,CA,60.7522,-137.5108,64.35,45,31,13.8,scattered clouds
470,Melfort,CA,52.8667,-104.6177,68.13,40,80,6.91,broken clouds
471,Flinders,AU,-34.5833,150.8552,62.2,59,67,16.53,broken clouds
472,Moree,AU,-29.4667,149.85,53.62,71,90,14.97,overcast clouds
473,Yuza,JP,39.0,139.9167,86.05,66,72,1.39,broken clouds
474,Vuktyl,RU,63.8567,57.3094,56.97,62,95,11.27,overcast clouds
475,Abu Dhabi,AE,24.4667,54.3667,96.91,41,0,5.75,clear sky
476,Surt,LY,31.2089,16.5887,77.49,71,0,4.14,clear sky
477,Taloqan,AF,36.7361,69.5345,91.26,16,0,0.67,clear sky
478,Istanbul,TR,41.0351,28.9833,73.06,56,40,10.36,scattered clouds
479,Chumikan,RU,54.7183,135.315,62.01,82,98,11.5,overcast clouds
480,Manakara,MG,-22.1333,48.0167,66.27,92,80,8.79,light rain
481,Sabang,ID,5.8933,95.3214,83.61,78,98,21.18,overcast clouds
482,Kruisfontein,ZA,-34.0033,24.7314,40.89,80,2,5.79,clear sky
483,Alpena,US,45.0617,-83.4327,71.11,88,1,5.75,clear sky
484,Waingapu,ID,-9.6567,120.2641,86.32,44,6,13.58,clear sky
485,Agadez,NE,19.75,10.25,86.72,18,32,11.48,scattered clouds
486,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,72.19,56,75,4.47,broken clouds
487,Peniche,PT,39.3558,-9.3811,63.88,92,45,8.86,scattered clouds
488,Suicheng,CN,33.8963,117.9331,86.99,61,14,8.37,few clouds
489,Tilichiki,RU,60.4667,166.1,59.45,72,99,7.43,overcast clouds
490,Glens Falls,US,43.3095,-73.644,64.33,92,20,0.0,mist
491,Yamethin,MM,20.4333,96.15,83.1,75,80,9.4,broken clouds
492,Temyasovo,RU,52.9933,58.1014,59.36,95,98,2.33,overcast clouds
493,Padang,ID,-0.9492,100.3543,84.96,65,99,2.66,overcast clouds
494,Tromso,NO,69.6496,18.957,47.37,93,75,1.99,light intensity drizzle
495,Kempsey,AU,-31.0833,152.8333,68.95,51,9,8.01,clear sky
496,Ayan,RU,56.45,138.1667,59.5,90,75,11.92,broken clouds
497,Shizunai,JP,42.3339,142.3669,74.21,85,91,7.81,overcast clouds
498,Baruun-Urt,MN,46.6806,113.2792,81.07,39,9,7.31,clear sky
499,Coruripe,BR,-10.1256,-36.1756,71.67,86,78,8.66,broken clouds
500,Buala,SB,-8.145,159.5921,83.52,75,77,4.27,moderate rain
501,Carutapera,BR,-1.195,-46.02,74.71,91,7,5.86,clear sky
502,Liliani,PK,32.2065,72.9537,96.1,42,70,4.43,broken clouds
503,Vanavara,RU,60.34,102.2797,78.13,42,79,4.09,broken clouds
504,Krasnystaw,PL,50.9846,23.1742,62.8,75,100,2.04,overcast clouds
505,Dickinson,US,29.4608,-95.0513,86.16,81,1,1.01,clear sky
506,Mnogovershinnyy,RU,53.9353,139.9242,78.96,70,93,2.57,light rain
507,Kiama,AU,-34.6833,150.8667,62.08,48,67,17.63,broken clouds
508,Butler,US,39.4501,-84.5666,73.74,82,1,0.0,clear sky
509,Christiana,ZA,-27.914,25.1611,29.37,37,0,8.23,clear sky
510,Sechura,PE,-5.5569,-80.8222,65.46,79,0,13.38,clear sky
511,Peleduy,RU,59.6289,112.7406,79.66,37,7,4.45,clear sky
512,Shelburne,CA,44.0787,-80.2041,65.68,57,99,3.96,overcast clouds
513,Olinda,BR,-8.0089,-34.8553,71.33,78,75,6.91,broken clouds
514,Salalah,OM,17.0151,54.0924,77.09,100,90,11.5,drizzle
515,Hervey Bay,AU,-25.2986,152.8535,77.11,58,23,10.25,few clouds
516,Gizo,SB,-8.103,156.8419,84.02,68,88,2.28,overcast clouds
517,Monastyrshchina,RU,54.3496,31.838,55.31,88,15,1.79,few clouds
518,Biak,ID,-0.9131,122.8766,81.45,64,78,9.24,broken clouds
519,Omboue,GA,-1.5746,9.2618,72.59,81,100,4.52,overcast clouds
520,Jabinyanah,TN,35.035,10.9081,76.8,69,0,9.53,clear sky
521,Cururupu,BR,-1.8283,-44.8683,73.02,93,5,2.77,clear sky
522,Tupelo,US,34.2576,-88.7034,79.09,88,1,3.0,clear sky
523,Lumphat,KH,13.4878,106.9816,75.99,94,100,6.4,overcast clouds
524,Adrasmon,TJ,40.6472,69.9856,70.72,23,0,3.49,clear sky
525,Srednekolymsk,RU,67.45,153.6833,67.28,38,60,6.2,broken clouds
526,Joshimath,IN,30.5667,79.5667,78.87,68,51,4.03,broken clouds
527,Nizip,TR,37.0097,37.7942,78.93,45,0,11.34,clear sky
528,Mardin,TR,37.3131,40.7436,79.86,25,0,9.22,clear sky
529,Birjand,IR,32.8663,59.2211,77.47,18,0,0.0,clear sky
530,Saint Simons,US,31.1352,-81.3901,81.07,94,40,0.0,scattered clouds
531,Nouna,BF,12.7333,-3.8667,76.93,76,62,10.58,broken clouds
532,Palm City,US,27.1678,-80.2662,80.65,94,75,4.61,broken clouds
533,Kargasok,RU,59.0556,80.8572,75.07,51,0,6.31,clear sky
534,Volodarskiy,RU,46.4013,48.5409,73.35,71,66,6.6,broken clouds
535,Ballina,AU,-28.8667,153.5667,71.78,47,0,13.71,clear sky
536,Skibbereen,IE,51.55,-9.2667,64.2,91,45,6.93,scattered clouds
537,Zalesovo,RU,53.9939,84.7431,69.57,85,100,4.41,overcast clouds
538,Avera,US,33.194,-82.5271,80.71,67,10,4.09,clear sky
539,Tulsipur,NP,28.131,82.2973,81.97,78,72,4.34,broken clouds
540,Mariental,NA,-24.6333,17.9667,38.59,31,0,9.04,clear sky
541,Maroua,CM,10.591,14.3159,73.99,85,71,4.27,light rain
542,Huanuco,PE,-9.9329,-76.2415,57.97,92,1,2.3,clear sky
543,Rocha,UY,-34.4833,-54.3333,58.21,87,41,4.47,scattered clouds
544,Labuan,MY,5.2767,115.2417,89.76,74,20,4.61,few clouds
545,Kamenolomni,RU,47.6685,40.2051,67.3,55,1,7.18,clear sky
546,Honningsvag,NO,70.9821,25.9704,45.66,87,100,30.24,light rain
547,Eldorado,BR,-23.7869,-54.2836,61.09,65,0,6.2,clear sky
548,Bom Jesus,BR,-9.0744,-44.3586,66.79,71,2,3.49,clear sky
549,Calvinia,ZA,-31.4707,19.776,37.22,70,0,16.11,clear sky
550,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,60,93,18.41,overcast clouds
551,Benguela,AO,-12.5763,13.4055,66.56,91,19,3.09,few clouds
552,Kirakira,SB,-10.4544,161.9205,84.74,73,27,7.25,scattered clouds
553,Bumba,CD,2.1833,22.4667,70.5,94,97,2.86,overcast clouds
554,Barra Do Garcas,BR,-15.89,-52.2567,67.41,47,0,1.25,clear sky
555,Spirit River,CA,55.7833,-118.8361,64.92,49,76,13.18,broken clouds
556,Springbok,ZA,-29.6643,17.8865,41.67,30,0,13.44,clear sky
557,Katobu,ID,-4.9408,122.5276,84.94,56,36,6.69,scattered clouds
558,Amaigbo,NG,5.7892,7.8383,71.65,96,100,2.37,light rain
559,San Rafael,AR,-34.6177,-68.3301,49.46,49,0,7.34,clear sky
560,Glenn Dale,US,38.9876,-76.8205,73.49,72,1,0.0,clear sky
561,Mangan,IN,27.5167,88.5333,81.88,86,18,4.43,few clouds
562,Port Hardy,CA,50.6996,-127.4199,59.18,94,90,0.0,light rain
563,Lysyye Gory,RU,51.5506,44.8414,62.62,64,3,3.83,clear sky
564,Bo Rai,TH,12.5728,102.5371,86.05,93,100,8.05,light rain
565,Havelock,US,34.8791,-76.9013,78.75,83,0,5.93,clear sky
566,Ulladulla,AU,-35.35,150.4667,61.7,56,65,15.57,broken clouds
567,Kimbe,PG,-5.5502,150.1429,88.41,65,94,5.35,light rain
568,New Richmond,US,45.123,-92.5366,85.78,65,1,5.75,clear sky
569,Briceno,CO,7.111,-75.5515,65.03,98,100,3.13,heavy intensity rain
570,Walcourt,BE,50.2539,4.4352,63.0,89,100,7.0,overcast clouds
571,Manjacaze,MZ,-24.7117,33.8828,58.87,75,82,10.0,light rain
572,Tucupita,VE,9.0622,-62.051,74.53,98,100,2.91,overcast clouds
573,Wanaka,NZ,-44.7,169.15,47.1,84,13,1.99,few clouds
574,Sangar,RU,63.9242,127.4739,69.24,68,100,2.77,overcast clouds
575,Saurimo,AO,-9.6608,20.3916,56.07,43,8,5.79,clear sky
576,Niquelandia,BR,-14.4739,-48.4597,67.8,46,44,5.55,scattered clouds
577,Thinadhoo,MV,0.5333,72.9333,82.02,77,69,7.76,broken clouds
578,Ramban,IN,33.25,75.25,80.01,66,11,1.36,few clouds
579,Pervomaysk,UA,48.0443,30.8507,60.17,77,0,5.44,clear sky
580,Paamiut,GL,61.994,-49.6678,42.6,91,100,13.22,light rain
581,Westport,US,41.1415,-73.3579,73.54,79,1,1.99,clear sky
582,Durazno,UY,-33.4131,-56.5006,58.08,87,16,7.85,few clouds
583,Kudahuvadhoo,MV,2.6708,72.8944,82.63,77,100,12.24,moderate rain
584,Paragominas,BR,-2.9667,-47.4833,71.51,72,28,3.51,scattered clouds
585,Orbetello,IT,42.4408,11.2196,75.24,46,11,1.14,few clouds
586,Tynda,RU,55.1667,124.7167,66.45,95,100,2.75,light rain
587,Bozoum,CF,6.3193,16.3799,65.23,98,32,3.91,scattered clouds
588,Matara,LK,5.9485,80.5353,80.13,84,53,10.71,broken clouds
589,Tabou,CI,4.423,-7.3528,74.75,75,100,6.62,overcast clouds
590,Aquiraz,BR,-3.9014,-38.3911,80.69,79,26,14.72,scattered clouds
591,Worland,US,44.0169,-107.9554,83.68,31,1,4.61,clear sky
592,Guozhen,CN,34.3659,107.359,75.79,84,100,5.48,overcast clouds
593,Namibe,AO,-15.1961,12.1522,64.15,83,0,3.74,clear sky
594,Praya,CV,14.9215,-23.5087,75.74,64,75,6.91,broken clouds
595,Kholodnyy,RU,62.7167,147.95,66.25,53,100,3.76,overcast clouds
596,Baiquan,CN,47.5833,126.0833,82.31,67,98,13.49,overcast clouds
597,Chilmari,BD,25.5559,89.6715,81.73,82,85,21.5,overcast clouds
598,Kholmogory,RU,64.2229,41.656,48.31,79,99,5.55,light rain
599,Valparaiso,CL,-33.0393,-71.6273,53.47,78,90,4.61,overcast clouds
600,Nyuksenitsa,RU,60.4128,44.2397,44.02,85,25,5.88,scattered clouds
601,Abengourou,CI,6.7297,-3.4964,67.35,100,68,2.26,broken clouds
602,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,2.3,broken clouds
603,Kiunga,PG,-6.1219,141.2906,77.7,91,100,1.21,light rain
604,Sembakung,ID,3.8167,117.25,87.73,55,99,2.17,overcast clouds
605,Murray Bridge,AU,-35.1167,139.2667,54.43,63,43,28.19,moderate rain
606,Kartaly,RU,53.0522,60.6467,67.32,87,79,11.32,broken clouds
607,Plainview,US,40.7765,-73.4673,74.68,65,1,3.44,clear sky
608,Groningen,NL,53.25,6.75,58.03,72,2,3.44,mist
609,Ekhabi,RU,53.5102,142.9671,68.07,82,73,12.39,broken clouds
610,Alofi,NU,-19.0595,-169.9187,80.49,83,16,9.22,few clouds
611,Williams Lake,CA,52.1415,-122.1445,72.97,41,75,2.3,broken clouds
612,Banjar,ID,-8.19,114.9675,82.26,49,5,0.74,clear sky
613,Rio Grande,BR,-32.035,-52.0986,59.65,88,0,6.98,light rain
614,Tomatlan,MX,19.9333,-105.25,79.66,91,86,3.98,overcast clouds
615,Umba,RU,66.6871,34.3429,49.66,72,99,14.9,overcast clouds
616,Santa Maria,BR,-29.6842,-53.8069,52.9,87,0,2.3,clear sky
617,Maceio,BR,-9.6658,-35.7353,69.24,94,75,10.36,broken clouds
618,Schertz,US,29.5522,-98.2697,84.85,81,1,11.5,clear sky
619,Hutchinson,US,38.0608,-97.9298,85.03,56,1,3.0,clear sky
620,Akdepe,TM,42.0551,59.3788,86.09,14,6,5.26,clear sky
621,Bilibino,RU,68.0546,166.4372,63.19,43,97,13.15,overcast clouds
622,Didi Lilo,GE,41.7361,44.9647,67.78,64,0,26.46,clear sky
623,Ahuimanu,US,21.4447,-157.8378,87.51,65,75,12.66,broken clouds
624,Moussoro,TD,13.6408,16.4901,79.92,73,8,7.61,clear sky
625,Pontes E Lacerda,BR,-15.2261,-59.3353,71.46,46,0,2.37,clear sky
626,Karratha,AU,-20.7377,116.8463,79.57,30,2,17.96,clear sky
627,Porto Velho,BR,-8.7619,-63.9039,73.45,83,0,0.0,clear sky
628,Coari,BR,-4.085,-63.1414,75.99,78,61,2.86,broken clouds
629,Aswan,EG,24.0934,32.907,86.45,26,0,7.07,clear sky
630,Mega,ET,4.05,38.3,55.0,75,61,15.84,broken clouds
631,Bhadrachalam,IN,17.6667,80.8833,79.36,83,100,7.43,overcast clouds
632,Nevel,RU,56.0209,29.9284,54.07,82,9,3.44,clear sky
633,Ilulissat,GL,69.2167,-51.1,42.82,81,100,8.05,overcast clouds
634,Khuzhir,RU,53.1939,107.3397,57.27,79,24,6.46,few clouds
635,Karwar,IN,14.8,74.1333,79.09,88,100,13.42,overcast clouds
636,Omis,HR,43.4447,16.6886,73.33,58,4,6.38,clear sky
637,Williamsburg,US,37.2707,-76.7075,75.74,88,36,0.0,scattered clouds
638,Clearwater,US,27.9659,-82.8001,85.93,83,1,11.99,clear sky
639,Veraval,IN,20.9,70.3667,83.21,84,92,17.38,overcast clouds
640,Udachnyy,RU,66.4167,112.4,68.63,56,79,12.8,broken clouds
641,Karymskoye,RU,51.6167,114.35,67.87,70,93,10.8,overcast clouds
642,Wageningen,NL,51.9667,5.6667,60.85,90,90,1.01,overcast clouds
643,Quang Ngai,VN,15.1167,108.8,87.22,57,98,2.44,overcast clouds
644,Ojinaga,MX,29.5667,-104.4167,90.55,29,1,3.44,clear sky
645,Muros,ES,42.7762,-9.0603,65.23,91,23,4.5,few clouds
646,Khasan,RU,42.4308,130.6434,82.0,73,44,6.15,scattered clouds
647,Imeni Poliny Osipenko,RU,52.4201,136.4853,91.62,48,25,6.89,scattered clouds
648,Puerto El Triunfo,SV,13.2833,-88.55,85.12,73,99,5.3,overcast clouds
649,Kaseda,JP,31.4167,130.3167,85.23,72,100,18.03,overcast clouds
650,Tigre,AR,-34.426,-58.5796,62.6,78,100,1.14,overcast clouds
651,Jenbach,AT,47.4013,11.7406,56.61,80,100,6.58,overcast clouds
652,Bairiki,KI,1.3292,172.9752,87.8,66,20,14.97,few clouds
653,Nouadhibou,MR,20.931,-17.0347,67.75,91,0,15.68,clear sky
654,Gondar,ET,12.6,37.4667,55.99,92,100,0.92,overcast clouds
655,Kalmunai,LK,7.4167,81.8167,84.27,61,91,8.68,overcast clouds
656,Mokshan,RU,53.4365,44.6132,63.19,80,10,6.42,clear sky
657,Poltavka,RU,54.3663,71.7632,78.89,42,6,8.34,clear sky
658,Glenwood Springs,US,39.5505,-107.3248,76.01,93,90,5.75,overcast clouds
659,Tecoanapa,MX,16.5167,-98.75,80.92,85,100,5.32,overcast clouds
660,Kailua,US,21.4022,-157.7394,87.78,70,75,12.66,broken clouds
661,Mannarakkat,IN,10.9833,76.4667,80.15,91,100,4.52,overcast clouds
662,North Bend,US,43.4065,-124.2243,62.87,78,1,23.02,clear sky
663,Saint Anthony,US,45.0205,-93.218,85.93,73,1,1.99,clear sky
664,Ipoti,NG,7.8738,5.0769,66.06,96,97,5.68,overcast clouds
665,Turbat,PK,26.0023,63.044,83.84,74,76,5.26,broken clouds
666,Yuli,NG,9.6989,10.2744,71.89,95,96,3.24,overcast clouds
667,Ormara,PK,25.2088,64.6357,82.53,81,100,5.84,overcast clouds
668,Zhezkazgan,KZ,47.8043,67.7144,85.3,26,4,3.22,clear sky
669,Dunedin,NZ,-45.8742,170.5036,51.8,59,12,13.0,few clouds
670,Pathein,MM,16.7833,94.7333,84.04,80,99,12.8,overcast clouds
671,Belaya Gora,RU,68.5333,146.4167,67.93,35,71,7.52,broken clouds
672,Erzincan,TR,39.75,39.5,58.3,72,40,3.44,scattered clouds
673,Marfino,RU,55.7028,37.3822,58.28,88,0,6.71,clear sky
674,Tala,EG,30.6803,30.9429,70.79,76,0,5.5,clear sky
675,Inhambane,MZ,-23.865,35.3833,60.69,75,70,11.41,light rain
676,Thunder Bay,CA,48.4001,-89.3168,70.99,96,90,6.91,light intensity shower rain
677,Petrovsk-Zabaykalskiy,RU,51.273,108.843,71.65,43,0,6.44,clear sky
678,Nizhniy Kuranakh,RU,58.8353,125.4869,59.45,98,100,5.44,light rain
679,Mulege,MX,26.8833,-111.9833,89.47,52,52,2.95,broken clouds
680,Muroto,JP,33.2833,134.15,86.04,80,100,12.12,overcast clouds
681,Puro,PH,12.4841,123.3827,86.05,70,100,22.84,overcast clouds
682,Manaus,BR,-3.1019,-60.025,77.49,100,0,1.14,clear sky
683,Pandan,PH,14.0453,124.1694,88.38,67,100,18.19,light rain
684,Qaqortoq,GL,60.7167,-46.0333,48.7,85,49,2.3,scattered clouds
685,Roald,NO,62.5833,6.1333,57.33,100,44,5.75,scattered clouds
686,Bismarck,US,46.8083,-100.7837,79.66,53,1,10.36,clear sky
